"Year","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv"
2013,1938.13350240512,106264.169994551,1954.98292738887,1367.22853172843,2632.69727076689,325.981855314909,0.166744093131442
2014,2018.21191895843,72320.5113052163,2012.79954781893,1628.67703294194,2567.9819216493,268.924731672668,0.13360730926439
2015,1525.20809731138,94419.67494531,1496.58208253972,1014.13487126437,2242.52516157822,307.277846492893,0.205319741615133
