"Year","Total","TotalVar","Total.se","Total.cv","TotalLCI","TotalUCI"
2013,1554.15551709265,125961.382950831,354.910387211801,0.228362209128035,858.543940418357,2249.76709376695
2014,2200.10761810148,164359.930940075,405.413284118904,0.184269751526402,1405.51218237432,2994.70305382863
2015,1914.52364461693,225108.097561516,474.455580177445,0.247819128017287,984.60779520508,2844.43949402878
