"Year","Total","TotalVar","Total.se","Total.cv","TotalLCI","TotalUCI"
2013,616.997272767184,5283.34257767656,72.6866052149676,0.117807012159023,474.534144387366,759.460401147002
2014,573.66877965176,2461.28178441587,49.611307021846,0.0864807512306352,476.432404662983,670.905154640538
2015,450.456790889633,4440.41170405313,66.6364142496663,0.147930757394205,319.851818901395,581.06176287787
