"Year","Total","TotalVar","Total.se","Total.cv","TotalLCI","TotalUCI"
2013,2130.35708231577,129300.419391005,359.583675089687,0.168790330069364,1425.58602971143,2835.12813492011
2014,2071.62459511276,87723.2937607065,296.18118400855,0.142970490265119,1491.12014155757,2652.12904866794
2015,1376.14405004516,80231.5856965014,283.251806166353,0.205830055477883,820.980711403186,1931.30738868713
