"","Year","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv"
"1","2011",4447.03500031118,251532.281445837,4476.90160941034,3565.33985384781,5483.77342525912,501.529940727208,0.112026125316894
"2","2012",2926.96335440115,166777.124597072,2968.78681800834,2214.53207536652,3770.81290510083,408.383550840472,0.13755906903226
"3","2013",1974.48290649268,119998.696574958,1963.4722543204,1306.10874250898,2683.7524326387,346.408280176669,0.176426368854684
"4","2014",1271.98684133755,98669.367750294,1279.55900792973,684.168252376805,1868.69292932342,314.116805902349,0.245488331492095
"5","2015",1085.0832046644,94410.4738231305,1106.23826038849,542.490214234101,1732.17652433758,307.262874137326,0.27775469818719
"6","2016",2233.4518458477,124062.379300491,2226.63335652435,1570.35756467,2950.61649204561,352.224898751481,0.158187201192963
"7","2017",1551.7357373876,102675.334833281,1555.39901560387,945.628993555273,2233.66098769996,320.429921875722,0.206011395571906
"8","2018",1638.9032548752,101333.180558531,1652.04259820371,1060.81370726798,2286.41321546851,318.328730337887,0.192687967419248
