"","TMBgamma","Gamma"
"1",0.0364016686680264,0.0364017772702718
"2",0.0663702228227467,0.0663701998107046
"3",0.0600789528193591,0.0600788845959741
"4",0.115530707806709,0.115530608977783
"5",0.0524101861603974,0.0524102005698141
"6",0.0699100274939162,0.0699100101724996
"7",0.0938233196329381,0.0938232741883446
"8",0.0530507906664113,0.0530508093366668
"9",0.0895542052783703,0.0895542038493785
"10",0.0606335489464156,0.0606335378998146
