"","Year","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv"
"1","2011",778.439310502585,3825.04296196196,774.259,656.9,893,61.8469317101662,0.0798788670330809
"2","2012",790.970451927974,3483.47623523524,784.671,654.975,891.025,59.0209813137264,0.0752174877289034
"3","2013",432.340894887954,3690.62972972973,434.37,319,549.025,60.7505533285889,0.139858998845659
"4","2014",376.502081616981,3077.57054654655,378.032,269,487,55.4758555278469,0.146749099356263
"5","2015",349.990224757777,3453.18381981982,351.558,235.975,467.025,58.7637968465263,0.1671524950265
"6","2016",483.634518842007,2845.36765165165,484.154,373,582.025,53.3419876987318,0.110175662493198
"7","2017",390.551610818788,3371.26836836837,388.63,278.975,507,58.0626245390989,0.149403351617474
"8","2018",586.887328513769,3547.35943843844,584.339,464,699.025,59.5597132165564,0.101926643979875
