"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",4286.4345764635,448400.351922065,4274.27171847421,NA,NA,NA,NA,"2011"
"2","2012",3114.07716530364,199149.699213845,3094.40050585846,NA,NA,NA,NA,"2012"
"3","2013",2140.30309863182,217190.694023565,2122.19061979597,NA,NA,NA,NA,"2013"
"4","2014",1453.24721049996,123468.566527034,1445.51113944348,NA,NA,NA,NA,"2014"
"5","2015",1282.06582271008,99013.7698485018,1257.32571013582,NA,NA,NA,NA,"2015"
"6","2016",1824.44235238709,134237.762861972,1812.61224014186,NA,NA,NA,NA,"2016"
"7","2017",1385.3421046475,93285.555391269,1379.71839770701,NA,NA,NA,NA,"2017"
"8","2018",1818.44689813335,104449.429329302,1818.82942725475,NA,NA,NA,NA,"2018"
