"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",4396.00072258235,497763.35571972,4438.194,NA,NA,NA,NA,"2011"
"2","2012",3026.51818433075,262193.135814815,3079.111,NA,NA,NA,NA,"2012"
"3","2013",1915.22931196174,150824.613697698,1958.054,NA,NA,NA,NA,"2013"
"4","2014",1338.44887183405,66954.0496336336,1365.804,NA,NA,NA,NA,"2014"
"5","2015",1228.46186716331,79333.5204394394,1266.759,NA,NA,NA,NA,"2015"
"6","2016",1737.7844430915,122459.46544044,1775.695,NA,NA,NA,NA,"2016"
"7","2017",1589.93367049323,87079.6294684685,1630.869,NA,NA,NA,NA,"2017"
"8","2018",1604.43785547094,96182.8237797798,1649.862,NA,NA,NA,NA,"2018"
