"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",4447.03500031118,251532.281445837,4476.90160941034,NA,NA,NA,NA,"2011"
"2","2012",2926.96335440115,166777.124597072,2968.78681800834,NA,NA,NA,NA,"2012"
"3","2013",1974.48290649268,119998.696574958,1963.4722543204,NA,NA,NA,NA,"2013"
"4","2014",1271.98684133755,98669.367750294,1279.55900792973,NA,NA,NA,NA,"2014"
"5","2015",1085.0832046644,94410.4738231305,1106.23826038849,NA,NA,NA,NA,"2015"
"6","2016",2233.4518458477,124062.379300491,2226.63335652435,NA,NA,NA,NA,"2016"
"7","2017",1551.7357373876,102675.334833281,1555.39901560387,NA,NA,NA,NA,"2017"
"8","2018",1638.9032548752,101333.180558531,1652.04259820371,NA,NA,NA,NA,"2018"
