"","Year","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv"
"1","2011",4286.4345764635,448400.351922065,4274.27171847421,3131.30981331833,5711.50789714141,669.627024486068,0.156664589570151
"2","2012",3114.07716530364,199149.699213845,3094.40050585846,2274.44687400886,3994.13706213874,446.261917727521,0.144215952939071
"3","2013",2140.30309863182,217190.694023565,2122.19061979597,1318.97856829553,3170.30315313816,466.03722386046,0.219601962007195
"4","2014",1453.24721049996,123468.566527034,1445.51113944348,899.786786407149,2285.59193586306,351.380942179615,0.243084216089055
"5","2015",1282.06582271008,99013.7698485018,1257.32571013582,749.729545792737,1945.01373654209,314.664535415896,0.250264933643889
"6","2016",1824.44235238709,134237.762861972,1812.61224014186,1187.07049434657,2618.22796642581,366.384719744113,0.202130776583214
"7","2017",1385.3421046475,93285.555391269,1379.71839770701,872.975206977762,2079.77322170863,305.426841307815,0.221368970519935
"8","2018",1818.44689813335,104449.429329302,1818.82942725475,1255.30732390899,2564.10252712597,323.186369343297,0.177689212908271
