"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",4331.4226781999,273122.825836882,4340.43245469203,NA,NA,NA,NA,"2011"
"2","2012",2957.32895728146,265135.844329301,2972.88575908248,NA,NA,NA,NA,"2012"
"3","2013",2093.60240166048,256409.823878285,2089.57149447096,NA,NA,NA,NA,"2013"
"4","2014",1340.25372022791,219044.0734385,1313.0549298642,NA,NA,NA,NA,"2014"
"5","2015",1039.79270101202,227500.268742369,1025.36973082803,NA,NA,NA,NA,"2015"
"6","2016",2110.12316938047,188783.430659298,2109.60679322896,NA,NA,NA,NA,"2016"
"7","2017",1626.73375164026,226719.245908832,1638.57858750848,NA,NA,NA,NA,"2017"
"8","2018",1585.96674084894,233247.360820351,1572.2868207931,NA,NA,NA,NA,"2018"
