"","Year","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv"
"1","2011",4331.42516442679,264003.505430052,4344.37565753758,3342.68950686941,5363.29860243169,513.812714352275,0.118270783849182
"2","2012",2957.32650765195,271756.162523855,2962.76592971904,1963.43214987867,4031.59365017972,521.302371492645,0.175951250911705
"3","2013",2093.60189870342,260924.895777061,2095.40643006833,1066.34446853613,3093.51948349646,510.808081158727,0.243775180713781
"4","2014",1340.25206719541,234883.64328867,1331.00919233549,391.62275469462,2253.13299999772,484.647958098113,0.364120669405529
"5","2015",1039.79282343455,208330.031344782,1045.1938654476,165.796794698579,1938.86705991514,456.431847426078,0.436695872904507
"6","2016",2110.12458309185,173204.170584802,2118.3692615837,1288.33960809403,2925.02107105934,416.178051541407,0.196461523063392
"7","2017",1626.73256538238,216102.618676981,1644.61780897134,718.986513894582,2492.79541409051,464.868388554202,0.282660436983207
"8","2018",1585.96252833901,229399.26240164,1558.09101490694,604.715816850043,2452.4265373423,478.956430588044,0.307399520314062
