"","Year","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv"
"1","2011",4555.25078618992,709277.105132894,4557.50356490094,3083.49184077945,6384.53181965667,842.185908890011,0.184791058722587
"2","2012",2883.02863943393,259343.237801134,2920.80470421244,2068.40680912112,4028.35780010044,509.257535831463,0.174355216251536
"3","2013",2003.61463104112,283243.61607789,2064.63394979616,1189.60983657765,3262.6992669553,532.206366062912,0.257772747617299
"4","2014",1231.77605818058,121821.808388406,1276.39219483328,696.316106700573,2023.03753247506,349.029810171575,0.273450285566158
"5","2015",1077.97159085634,123717.43770125,1130.71293453593,594.286560247728,1957.4088716959,351.734896905681,0.311073559134654
"6","2016",2297.80419116091,280045.452691191,2315.44473706534,1464.40004894037,3592.75027712774,529.193209226262,0.228549272092314
"7","2017",1545.54258409118,172568.738367101,1567.3164874587,908.212676180759,2541.03108194738,415.413936173428,0.265047895238437
"8","2018",1654.19199255799,115073.458475928,1668.41994836802,1091.44239322644,2434.15837591099,339.2247904796,0.203320986908252
