"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",4632.96561472002,754824.288069518,4745.37427599719,NA,NA,NA,NA,"2011"
"2","2012",2957.34171699267,393044.280418801,3028.7385756121,NA,NA,NA,NA,"2012"
"3","2013",1964.54096416424,282848.624830536,2042.48770319961,NA,NA,NA,NA,"2013"
"4","2014",1181.54888024814,144991.847851842,1270.38754645116,NA,NA,NA,NA,"2014"
"5","2015",1024.45418777059,124943.923390062,1079.12817824117,NA,NA,NA,NA,"2015"
"6","2016",2259.47674428942,293546.460968434,2287.1534738256,NA,NA,NA,NA,"2016"
"7","2017",1529.7046813595,183631.918142704,1591.50960307854,NA,NA,NA,NA,"2017"
"8","2018",1647.53484429679,159323.602684373,1671.438508072,NA,NA,NA,NA,"2018"
