"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",4331.42516442679,264003.505430052,4344.37565753758,NA,NA,NA,NA,"2011"
"2","2012",2957.32650765195,271756.162523855,2962.76592971904,NA,NA,NA,NA,"2012"
"3","2013",2093.60189870342,260924.895777061,2095.40643006833,NA,NA,NA,NA,"2013"
"4","2014",1340.25206719541,234883.64328867,1331.00919233549,NA,NA,NA,NA,"2014"
"5","2015",1039.79282343455,208330.031344782,1045.1938654476,NA,NA,NA,NA,"2015"
"6","2016",2110.12458309185,173204.170584802,2118.3692615837,NA,NA,NA,NA,"2016"
"7","2017",1626.73256538238,216102.618676981,1644.61780897134,NA,NA,NA,NA,"2017"
"8","2018",1585.96252833901,229399.26240164,1558.09101490694,NA,NA,NA,NA,"2018"
