"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",3893.3869813302,166688.202277874,3888.02976626652,NA,NA,NA,NA,"2011"
"2","2012",2944.93806289425,136133.74666477,2930.03958282346,NA,NA,NA,NA,"2012"
"3","2013",1943.58158055659,110820.225381004,1948.60999276021,NA,NA,NA,NA,"2013"
"4","2014",1448.75685692753,89291.2533103072,1451.31077526458,NA,NA,NA,NA,"2014"
"5","2015",1186.23381636465,77518.2317619617,1175.74552589327,NA,NA,NA,NA,"2015"
"6","2016",1823.58856115596,93073.926993937,1815.45310327307,NA,NA,NA,NA,"2016"
"7","2017",1467.72481754715,87244.3840498627,1464.97373078173,NA,NA,NA,NA,"2017"
"8","2018",1758.97858431732,87436.8219020309,1754.69179465233,NA,NA,NA,NA,"2018"
