"","strata","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv","Year"
"1","2011",3788.27609729066,219613.754730731,3815.032,NA,NA,NA,NA,"2011"
"2","2012",3112.86013667984,164839.543543544,3131.5,NA,NA,NA,NA,"2012"
"3","2013",2314.48159384082,157082.868864865,2329.498,NA,NA,NA,NA,"2013"
"4","2014",1427.82322574066,68407.4018778779,1462.782,NA,NA,NA,NA,"2014"
"5","2015",1114.61305041619,68732.0766806807,1156.086,NA,NA,NA,NA,"2015"
"6","2016",1724.14145722198,91388.1354314314,1729.552,NA,NA,NA,NA,"2016"
"7","2017",1527.24783773115,82537.0606446446,1556.696,NA,NA,NA,NA,"2017"
"8","2018",1972.76224320814,95647.677956957,2002.311,NA,NA,NA,NA,"2018"
