"","Year","Total","TotalVar","Total.mean","TotalLCI","TotalUCI","Total.se","Total.cv"
"1","2011",4632.97434810282,444839.176418769,4681.2085139242,3512.19030401154,6145.40634707211,666.962649942835,0.142476595084146
"2","2012",2957.34250224173,227157.459640436,3011.04152605606,2209.98859562998,4023.42787953653,476.610385577608,0.158287549823959
"3","2013",1964.53807379407,179016.908583005,2013.43199307185,1339.9892686272,2963.53528076297,423.103898094788,0.21014064520216
"4","2014",1181.54636447602,80063.1928959964,1214.78622380204,767.018476594519,1889.68299957783,282.954400736225,0.232925263056272
"5","2015",1024.45549406893,80186.5351969706,1062.26783592951,627.595217015765,1707.67923298655,283.172271236028,0.266573327044442
"6","2016",2259.48274784946,189522.854357743,2313.103485068,1562.16854996056,3258.37243377484,435.342226711059,0.188206982316773
"7","2017",1529.70211508147,104365.531137269,1557.27246503808,1022.55147930879,2236.94026675807,323.056544798692,0.207450238832029
"8","2018",1647.53564250795,104546.868391951,1673.8344488062,1125.22963967288,2420.6120330388,323.33708168404,0.193171482349791
