"cond..Int..","disp..Int..","cond.area.","cond.season.","cond.Year.","cond.area.season.","cond.offset.log.Effort...","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.3799033818096,"+","+",NA,"+",NA,"+",4284.88137590449,4284.12306104861,4370.98134170121,18,-2124.06153052431,4370.98134170121,0,0.702042928043054,0.138084102377163
-1.31932744098088,"+","+","+","+","+","+",4259.14441839621,4257.80513268192,4373.61617355205,24,-2104.90256634096,4373.61617355205,2.63483185083896,0.188025694769207,0.145139526049427
-1.19360056692392,"+","+","+","+",NA,"+",4274.38276606984,4273.35495739353,4374.68961815489,21,-2115.67747869677,4374.68961815489,3.70827645368445,0.109931377077731,0.143809251737082
-1.53042103552979,"+",NA,"+","+",NA,"+",4321.92473351108,4320.99140017774,4417.50060090285,20,-2140.49570008887,4417.50060090285,46.5192592016392,5.55692943793771e-11,0.128126291219912
-1.76289581603619,"+",NA,NA,"+",NA,"+",4336.18664086142,4335.50889999764,4417.54172061398,17,-2150.75444999882,4417.54172061398,46.5603789127654,5.44384624180872e-11,0.120559206786228
