"cond..Int..","disp..Int..","cond.area.","cond.season.","cond.Year.","cond.area.season.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.36422031096575,"+","+",NA,"+",NA,-292.285311990221,-293.043626846097,-206.185346193502,18,164.521813423049,-206.185346193502,0,0.903559519970667,0.194922801206146
-1.32623545297723,"+","+","+","+","+",-315.429373042614,-316.7686587569,-200.957617886772,24,182.38432937845,-200.957617886772,5.22772830672912,0.0661865871647272,0.205110988446721
-1.2374714927349,"+","+","+","+",NA,-299.698764040479,-300.726572716786,-199.391911955425,21,171.363286358393,-199.391911955425,6.7934342380768,0.0302538928646053,0.200199865040399
-1.45383983020034,"+",NA,"+","+",NA,-212.905830789522,-213.839164122855,-117.329963397749,20,126.919582061428,-117.329963397749,88.8553827957524,4.58411546592597e-20,0.149883468315289
-1.63440492889316,"+",NA,NA,"+",NA,-197.511197815136,-198.188938678923,-116.156118062583,17,116.094469339462,-116.156118062583,90.0292281309186,2.54893213382937e-20,0.137223276785799
