"cond..Int..","disp..Int..","cond.Year.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.4486905120283,"+","+",-1306.67300304013,-1307.56334673898,-1236.48270407549,16,669.781673369491,-1236.48270407549,0,1,0.129009731732141
