"cond..Int..","disp..Int..","cond.Year.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
1.58922302209942,"+","+",1111.06469875344,1110.53431201311,1182.91621255694,15,-540.267156006555,1182.91621255694,0,1,0.078292160597448
