"cond..Int..","disp..Int..","cond.Year.","cond.offset.log.Effort...","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.67438780241867,"+","+","+",4380.94100854087,4380.33923862936,4457.54659920945,16,-2174.16961931468,4457.54659920945,0,1,0.0964508592155344
