"cond..Int..","disp..Int..","cond.area.","cond.season.","cond.Year.","cond.area.season.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
2.55868781617067,"+","+","+","+","+",1024.98683715919,1023.85988838413,1130.02000918175,22,-489.929944192066,1130.02000918175,0,0.953101692606308,0.180692219273675
2.63819597272607,"+","+","+","+",NA,1045.20482567304,1044.36131845884,1136.04505914769,19,-503.180659229418,1136.04505914769,6.02504996593666,0.0468615084378302,0.150740632535084
2.05313528433963,"+","+",NA,"+",NA,1073.88308889227,1073.28131898076,1150.48867956085,16,-520.640659490381,1150.48867956085,20.4686703790976,3.42313433049733e-05,0.117580450047215
2.37560678506011,"+",NA,"+","+",NA,1069.56904657593,1068.81073172006,1155.66901237265,18,-516.405365860028,1155.66901237265,25.6490031909032,2.56760944599413e-06,0.123948738879159
1.58922302209942,"+",NA,NA,"+",NA,1111.06469875344,1110.53431201311,1182.91621255694,15,-540.267156006555,1182.91621255694,52.8962033751914,3.1108181277729e-12,0.078292160597448
