"cond..Int..","disp..Int..","cond.area.","cond.season.","cond.Year.","cond.area.season.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.26507662527041,"+","+",NA,"+",NA,-1362.38831405955,-1363.39159274807,-1287.86840991811,17,698.695796374036,-1287.86840991811,0,0.998306895090135,0.180669569218851
-1.26949035159863,"+","+","+","+",NA,-1362.49561004841,-1363.87946507312,-1275.02866174376,20,701.93973253656,-1275.02866174376,12.8397481743564,0.00162610348330921,0.184486087864239
-1.34471135978865,"+","+","+","+","+",-1369.00081475305,-1370.82862932259,-1268.65020549382,23,708.414314661293,-1268.65020549382,19.218204424295,6.70014195168324e-05,0.194478222703985
-1.4486905120283,"+",NA,NA,"+",NA,-1306.67300304013,-1307.56334673898,-1236.48270407549,16,669.781673369491,-1236.48270407549,51.3857058426211,6.93425522806385e-12,0.129009731732141
-1.40509478796006,"+",NA,"+","+",NA,-1311.26062381037,-1312.51062381037,-1228.10236064748,19,675.255311905187,-1228.10236064748,59.7660492706339,1.0501017180112e-13,0.137703439614364
