"cond..Int..","disp..Int..","cond.area.","cond.season.","cond.Year.","cond.area.season.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
2.55868442161935,"+","+","+","+","+",1027.09065767582,1025.85988844505,1136.84546927892,23,-489.929944222526,1136.84546927892,0,0.953097857859041,0.180691940991227
2.63820225869581,"+","+","+","+",NA,1047.29465189284,1046.36131855951,1142.87051928461,20,-503.180659279754,1142.87051928461,6.02505000569022,0.0468613189619207,0.150740064177478
2.05312405142313,"+","+",NA,"+",NA,1075.95905994015,1075.28131907637,1157.31413969271,17,-520.640659538184,1157.31413969271,20.4686704137832,3.42312049835594e-05,0.117580443191363
2.36651267860436,"+",NA,"+","+",NA,1069.76852611086,1068.92501889666,1160.60875958551,19,-515.462509448329,1160.60875958551,23.7632903065837,6.59180827758649e-06,0.13103459303817
1.62571575944144,"+",NA,NA,"+",NA,1105.18455216652,1104.58278225502,1181.7901428351,16,-536.29139112751,1181.7901428351,44.9446735561805,1.6577751880302e-10,0.105471226203125
