"cond..Int..","disp..Int..","cond.Year.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.63440492889316,"+","+",-197.511197815136,-198.188938678923,-116.156118062583,17,116.094469339462,-116.156118062583,0,1,0.137223276785799
