"cond..Int..","disp..Int..","cond.area.","cond.season.","cond.Year.","cond.area.season.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.60844794142158,"+","+",NA,"+",NA,1654.54994230809,1653.54666361956,1729.06984644952,17,-809.773331809781,1729.06984644952,0,0.968379948539838,0.217884304812578
-1.56450099570831,"+","+","+","+",NA,1648.46433973573,1647.08048471102,1735.93128804038,20,-803.54024235551,1735.93128804038,6.86144159086166,0.0313402659752024,0.233274179259788
-1.59477823375843,"+","+","+","+","+",1645.0179532367,1643.19013866716,1745.36856249593,23,-798.595069333579,1745.36856249593,16.2987160464054,0.000279785090592616,0.245273795743778
-1.73749006897107,"+",NA,"+","+",NA,1689.77472689202,1688.52472689202,1772.93299005491,19,-825.262363446008,1772.93299005491,43.8631436053904,2.89257864023217e-10,0.178283313098675
-1.82820798709905,"+",NA,NA,"+",NA,1704.76732110686,1703.87697740801,1774.9576200715,16,-835.938488704004,1774.9576200715,45.887773621977,1.05109592616497e-10,0.149825675331551
