"cond..Int..","disp..Int..","cond.Year.","AICc","AIC","BIC","df","logLik","selectCriteria","delta","weight","R2"
-1.82820798709905,"+","+",1704.76732110686,1703.87697740801,1774.9576200715,16,-835.938488704004,1774.9576200715,0,1,0.149825675331551
