"","trip","Year","month","gear","light","fleet","bait","hook","hooks","sets","SWO","BUM","lat5","lon5","lat","lon","hbf","habSWO","habBUM","season","area"
"1708","203.1995.5.2.0.-25",1995,5,"203","0","2","0","0",1.02,1,2,0,0,-25,0.5,-29.5,3,3.1206e-08,3.8296e-08,"2","N"
"1709","203.1995.5.2.10.-30",1995,5,"203","0","2","0","0",2.97,3,2,0,10,-30,10.5,-34.5,3,2.3684e-08,3.4532e-08,"2","N"
"1710","203.1995.5.2.30.-5.0",1995,5,"203","0","2","0","0",39.42,20,4,0,30,-5,33.5,-9.5,3,1.8817e-08,3.8034e-09,"2","N"
"1711","203.1995.5.2.35.-10.0",1995,5,"203","0","2","0","0",32.682,20,6,0,35,-10,35.5,-14.5,3,1.8834e-08,2.0393e-09,"2","N"
"1712","203.1995.5.2.35.-10.1",1995,5,"203","0","2","0","0",30.429,20,5,1,35,-10,35.5,-13.5,3,1.8686e-08,1.943e-09,"2","N"
"1713","203.1995.5.2.35.-10.17",1995,5,"203","0","2","0","0",31.353,20,7,0,35,-10,39.5,-12.5,3,1.8523e-08,6.5809e-10,"2","N"
"1714","203.1995.6.2.0.-10",1995,6,"203","0","2","0","0",3.3,2,0,0,0,-10,-4,-12,3,2.84595e-08,1.6134e-08,"2","S"
"1715","203.1995.6.2.25.-20",1995,6,"203","0","2","0","0",1.299,1,0,0,25,-20,27.5,-20.5,3,2.1464e-08,1.7329e-08,"2","N"
"1716","203.1995.8.2.30.-30",1995,8,"203","0","2","0","0",2.244,2,2,1,30,-30,32,-32,3,2.08365e-08,3.273e-08,"3","N"
"1717","203.1996.1.2.-5.-15.6",1996,1,"203","0","2","0","0",39.18,20,8,34,-5,-15,-7.5,-18.5,3,3.0942e-08,7.9858e-08,"1","S"
"1718","203.1996.10.2.20.-20.11",1996,10,"203","0","2","0","0",39.18,20,8,8,20,-20,23.5,-21.5,3,2.3144e-08,3.6713e-08,"4","N"
"1719","203.1996.10.2.20.-20.5",1996,10,"203","0","2","0","0",39.18,20,6,4,20,-20,21.5,-20.5,3,2.3779e-08,2.3004e-08,"4","N"
"1720","203.1996.11.2.-30.15",1996,11,"203","0","2","0","0",14.28,7,3,0,-30,15,-33.5,16.5,3,3.6778e-08,7.6245e-10,"4","S"
"1721","203.1996.11.2.-5.-15.1",1996,11,"203","0","2","0","0",39.12,20,4,14,-5,-15,-9.5,-17,3,3.132e-08,8.24395e-08,"4","S"
"1722","203.1996.11.2.-5.-15.3",1996,11,"203","0","2","0","0",39.12,20,3,18,-5,-15,-7.5,-17,3,2.97835e-08,7.0656e-08,"4","S"
"1723","203.1996.11.2.10.-15.3",1996,11,"203","0","2","0","0",39.18,20,6,1,10,-15,11.5,-19,3,1.9399e-08,1.2192e-08,"4","N"
"1724","203.1996.11.2.10.-20.6",1996,11,"203","0","2","0","0",27.468,14,3,1,10,-20,14.5,-21,3,1.59505e-08,3.67075e-09,"4","N"
"1725","203.1996.11.2.20.-15",1996,11,"203","0","2","0","0",141.912,72,30,11,20,-15,22.5,-18.5,3,2.2877e-08,1.5218e-08,"4","N"
"1726","203.1996.11.2.45.-35.8",1996,11,"203","0","2","0","0",39.24,20,7,1,45,-35,47.5,-35.5,3,3.3399e-08,8.6193e-10,"4","N"
"1727","203.1996.11.2.45.-40.22",1996,11,"203","0","2","0","0",39.18,20,4,0,45,-40,48.5,-41.5,3,4.0134e-08,3.2513e-11,"4","N"
"1728","203.1996.11.2.45.-40.9",1996,11,"203","0","2","0","0",39.18,20,9,1,45,-40,46.5,-41.5,3,3.5971e-08,8.6427e-10,"4","N"
"1729","203.1996.12.2.-15.0.2",1996,12,"203","0","2","0","0",39.24,20,9,6,-15,0,-19.5,3.5,3,3.4496e-08,1.2199e-08,"4","S"
"1730","203.1996.12.2.-5.0.16",1996,12,"203","0","2","0","0",7.836,4,1,1,-5,0,-5.5,-0.5,3,2.4683e-08,5.9744e-09,"4","S"
"1731","203.1996.12.2.10.-25.1",1996,12,"203","0","2","0","0",39.12,20,5,3,10,-25,11.5,-28.5,3,2.2083e-08,1.2014e-08,"4","N"
"1732","203.1996.12.2.10.-25.2",1996,12,"203","0","2","0","0",39.12,20,8,2,10,-25,11.5,-27.5,3,2.2083e-08,1.1905e-08,"4","N"
"1733","203.1996.2.2.-10.0.2",1996,2,"203","0","2","0","0",39.18,20,11,3,-10,0,-13.5,3.5,3,1.9457e-08,4.6882e-09,"1","S"
"1734","203.1996.5.2.-40.5.21",1996,5,"203","0","2","0","0",39.12,20,9,0,-40,5,-40.5,8.5,3,3.8394e-08,3.4386e-10,"2","S"
"1735","203.1996.6.2.-40.0.1",1996,6,"203","0","2","0","0",39.24,20,15,0,-40,0,-44.5,3.5,3,3.561e-08,2.5769e-12,"2","S"
"1736","203.1996.6.2.-40.0.10",1996,6,"203","0","2","0","0",39.24,20,16,0,-40,0,-41.5,4.5,3,3.8904e-08,3.1878e-11,"2","S"
"1737","203.1996.9.2.-15.10.0",1996,9,"203","0","2","0","0",39.3,20,7,0,-15,10,-19.5,10.5,3,2.7727e-08,8.8421e-10,"3","S"
"1738","203.1997.1.2.-5.-10.4",1997,1,"203","0","2","0","0",39.12,20,5,20,-5,-10,-8.5,-14.5,3,2.9016e-08,7.7379e-08,"1","S"
"1739","203.1997.3.2.35.-20.5",1997,3,"203","0","2","0","0",39.18,20,6,1,35,-20,36.5,-21.5,3,1.9017e-08,2.9071e-09,"1","N"
"1740","203.1997.4.2.-5.-5.4",1997,4,"203","0","2","0","0",39.06,20,4,5,-5,-5,-6.5,-8.5,3,2.5638e-08,2.4201e-08,"2","S"
"1741","203.1997.4.2.30.-5",1997,4,"203","0","2","0","0",115.581,59,15,2,30,-5,34.5,-8.5,3,1.8245e-08,2.9454e-09,"2","N"
"1742","203.1997.4.2.35.-10.7",1997,4,"203","0","2","0","0",31.392,16,3,1,35,-10,39.5,-11,3,1.7776e-08,9.7422e-10,"2","N"
"1743","203.1997.7.2.-15.10",1997,7,"203","0","2","0","0",81.9,42,9,1,-15,10,-17.5,10.5,3,2.4842e-08,7.0183e-10,"3","S"
"1744","203.1997.8.2.10.-25",1997,8,"203","0","2","0","0",89.286,46,11,5,10,-25,12.5,-27.5,3,1.99065e-08,1.194e-08,"3","N"
"1745","203.1997.8.2.10.-40.7",1997,8,"203","0","2","0","0",39.12,20,4,30,10,-40,14.5,-41.5,3,2.55e-08,1.0653e-07,"3","N"
"1746","203.1997.9.2.10.-20",1997,9,"203","0","2","0","0",161.376,82,21,9,10,-20,12.5,-22.5,3,1.91615e-08,6.5583e-09,"3","N"
"1747","203.1997.9.2.15.-20",1997,9,"203","0","2","0","0",54.768,28,9,7,15,-20,17.5,-22.5,3,2.0282e-08,1.9212e-08,"3","N"
"1748","203.1997.9.2.25.-20",1997,9,"203","0","2","0","0",54.348,28,3,15,25,-20,27.5,-22.5,3,2.10335e-08,3.1963e-08,"3","N"
"1749","203.1998.11.2.-15.5.24",1998,11,"203","0","2","0","0",39.18,20,8,1,-15,5,-16.5,6.5,3,2.4428e-08,4.0887e-09,"4","S"
"1750","203.1998.11.2.-15.5.31",1998,11,"203","0","2","0","0",39.18,20,6,1,-15,5,-15.5,6.5,3,2.0211e-08,1.9226e-09,"4","S"
"1751","203.1998.11.2.-15.5.7",1998,11,"203","0","2","0","0",39.18,20,8,0,-15,5,-19.5,9.5,3,2.813e-08,1.1328e-09,"4","S"
"1752","203.1998.11.2.-15.5.9",1998,11,"203","0","2","0","0",39.18,20,11,0,-15,5,-18.5,6.5,3,3.1893e-08,2.2376e-09,"4","S"
"1753","203.1998.11.2.-20.0",1998,11,"203","0","2","0","0",3.522,2,0,0,-20,0,-22.5,2.5,3,3.4765e-08,6.2706e-09,"4","S"
"1754","203.1998.11.2.45.-40",1998,11,"203","0","2","0","0",94.32,48,19,0,45,-40,47.5,-43.5,3,3.7655e-08,2.2275e-11,"4","N"
"1755","203.1998.12.2.20.-25",1998,12,"203","0","2","0","0",45.954,23,7,13,20,-25,22.5,-27.5,3,2.3776e-08,4.4421e-08,"4","N"
"1756","203.1998.4.2.-20.0",1998,4,"203","0","2","0","0",8.22,4,1,0,-20,0,-23,1.5,3,3.4078e-08,1.79755e-08,"2","S"
"1757","203.1998.4.2.10.-30",1998,4,"203","0","2","0","0",162.846,83,30,31,10,-30,12.5,-32.5,3,2.2869e-08,2.9717e-08,"2","N"
"1758","203.1998.5.2.-40.0.13",1998,5,"203","0","2","0","0",39.18,20,17,0,-40,0,-43.5,0.5,3,5.4498e-08,9.2592e-12,"2","S"
"1759","203.1998.5.2.-40.0.42",1998,5,"203","0","2","0","0",39.18,20,8,0,-40,0,-40.5,1.5,3,3.7816e-08,4.4634e-11,"2","S"
"1760","203.1998.5.2.-40.0.44",1998,5,"203","0","2","0","0",39.18,20,17,0,-40,0,-40.5,3.5,3,3.8144e-08,5.1196e-11,"2","S"
"1761","203.1998.5.2.-40.0.9",1998,5,"203","0","2","0","0",39.18,20,12,0,-40,0,-44.5,4.5,3,6.2432e-08,7.518e-12,"2","S"
"1762","203.1998.6.2.-45.15",1998,6,"203","0","2","0","0",20.691,11,8,0,-45,15,-47.5,16.5,3,0,0,"2","S"
"1763","203.1998.6.2.10.-20.4",1998,6,"203","0","2","0","0",39.24,20,6,3,10,-20,12.5,-23.5,3,1.9169e-08,7.9681e-09,"2","N"
"1764","203.1998.8.2.-15.10.9",1998,8,"203","0","2","0","0",39.24,20,4,0,-15,10,-16.5,10.5,3,1.468e-08,5.5903e-11,"3","S"
"1765","203.1998.9.2.-15.5.4",1998,9,"203","0","2","0","0",39.36,20,12,1,-15,5,-15.5,7,3,2.2155e-08,5.8311e-10,"3","S"
"1766","203.1998.9.2.10.-35",1998,9,"203","0","2","0","0",2.748,1,0,0,10,-35,12.5,-38.5,3,2.3292e-08,4.9871e-08,"3","N"
"1767","203.1999.1.2.-5.0.23",1999,1,"203","0","2","0","0",39.18,20,4,2,-5,0,-6.5,-1.5,3,2.386e-08,8.6325e-09,"1","S"
"1768","203.1999.1.2.-5.0.9",1999,1,"203","0","2","0","0",39.18,20,9,3,-5,0,-8.5,-2.5,3,2.3602e-08,1.1639e-08,"1","S"
"1769","203.1999.12.2.-35.15",1999,12,"203","0","2","0","0",2.421,1,1,0,-35,15,-35.5,17.5,3,3.6645e-08,5.9314e-09,"4","S"
"1770","203.1999.12.2.-5.0.0",1999,12,"203","0","2","0","0",39.18,20,10,2,-5,0,-9.5,0.5,3,2.2949e-08,7.3413e-09,"4","S"
"1771","203.1999.12.2.-5.0.10",1999,12,"203","0","2","0","0",39.18,20,6,3,-5,0,-5.5,3.5,3,2.4691e-08,7.2544e-09,"4","S"
"1772","203.1999.2.2.-10.-5.1",1999,2,"203","0","2","0","0",39.3,20,7,10,-10,-5,-13.5,-8.5,3,3.0105e-08,5.0472e-08,"1","S"
"1773","203.1999.2.2.10.-30.8",1999,2,"203","0","2","0","0",39.18,20,7,5,10,-30,13.5,-31.5,3,2.1167e-08,1.9889e-08,"1","N"
"1774","203.1999.2.2.5.-25.6",1999,2,"203","0","2","0","0",39.18,20,9,12,5,-25,6.5,-28.5,3,2.4073e-08,2.6408e-08,"1","N"
"1775","203.1999.2.2.5.-30.1",1999,2,"203","0","2","0","0",39.12,20,15,13,5,-30,5.5,-32.5,3,2.809e-08,5.3688e-08,"1","N"
"1776","203.1999.4.2.5.-25.4",1999,4,"203","0","2","0","0",39.18,20,8,5,5,-25,6.5,-27.5,3,2.4844e-08,1.4815e-08,"2","N"
"1777","203.1999.6.2.-40.0.1",1999,6,"203","0","2","0","0",39.12,20,8,0,-40,0,-43.5,-3.5,3,4.2518e-08,8.4107e-12,"2","S"
"1778","203.1999.6.2.-40.0.5",1999,6,"203","0","2","0","0",39.12,20,8,0,-40,0,-41.5,-2.5,3,3.8878e-08,3.6879e-11,"2","S"
"1779","203.1999.6.2.-5.-20.1",1999,6,"203","0","2","0","0",39.12,20,7,24,-5,-20,-9.5,-21.5,3,3.1595e-08,1.3617e-07,"2","S"
"1780","203.1999.7.2.-5.0",1999,7,"203","0","2","0","0",33.864,17,2,3,-5,0,-7.5,-3.5,3,2.4426e-08,1.2337e-08,"3","S"
"1781","203.1999.8.2.-35.10",1999,8,"203","0","2","0","0",25.467,13,4,0,-35,10,-36.5,12.5,3,2.966e-08,1.7204e-09,"3","S"
"1782","203.1999.9.2.-25.5.2",1999,9,"203","0","2","0","0",39.24,20,9,0,-25,5,-29.5,7.5,3,3.1719e-08,3.3883e-09,"3","S"
"1783","203.1999.9.2.20.-20",1999,9,"203","0","2","0","0",10.02,5,1,2,20,-20,20.5,-20.5,3,2.2487e-08,1.826e-08,"3","N"
"1784","203.2000.10.2.-30.-45",2000,10,"203","0","2","0","0",22.716,12,3,1,-30,-45,-32.5,-48.5,3,2.9717e-08,1.201215e-08,"4","S"
"1785","203.2000.11.2.0.-25",2000,11,"203","0","2","0","0",67.524,34,13,21,0,-25,-2.5,-27.5,3,3.1102e-08,5.4406e-08,"4","S"
"1786","203.2000.11.2.0.0.10",2000,11,"203","0","2","0","0",27.426,14,4,1,0,0,-0.5,-1.5,3,3.7969e-08,2.0005e-08,"4","S"
"1787","203.2000.12.2.10.-25",2000,12,"203","0","2","0","0",116.466,59,13,13,10,-25,12.5,-27.5,3,2.1191e-08,1.4633e-08,"4","N"
"1788","203.2000.12.2.10.-35.0",2000,12,"203","0","2","0","0",39.24,20,3,11,10,-35,10.5,-38.5,3,2.5998e-08,3.2937e-08,"4","N"
"1789","203.2000.12.2.45.-45.0",2000,12,"203","0","2","0","0",39.18,20,0,0,45,-45,45.5,-49.5,3,0,0,"4","N"
"1790","203.2000.5.2.-15.5.9",2000,5,"203","0","2","0","0",11.736,6,2,0,-15,5,-15.5,9.5,3,1.9687e-08,1.3185e-09,"2","S"
"1791","203.2000.5.2.-40.5.19",2000,5,"203","0","2","0","0",39.18,20,14,0,-40,5,-43.5,9.5,3,5.45e-08,1.9144e-11,"2","S"
"1792","203.2000.5.2.-40.5.25",2000,5,"203","0","2","0","0",39.18,20,13,0,-40,5,-42.5,7.5,3,4.7414e-08,3.4814e-11,"2","S"
"1793","203.2000.5.2.-40.5.47",2000,5,"203","0","2","0","0",39.18,20,12,0,-40,5,-40.5,6.5,3,3.963e-08,9.4493e-11,"2","S"
"1794","203.2000.5.2.-40.5.7",2000,5,"203","0","2","0","0",39.18,20,15,0,-40,5,-44.5,8.5,3,5.6389e-08,6.2416e-12,"2","S"
"1795","203.2000.6.2.10.-15",2000,6,"203","0","2","0","0",61.659,31,7,0,10,-15,12.5,-18.5,3,1.579e-08,1.193e-09,"2","N"
"1796","203.2000.7.2.15.-25.5",2000,7,"203","0","2","0","0",39.18,20,8,8,15,-25,18.5,-27.5,3,2.3509e-08,3.688e-08,"3","N"
"1797","203.2001.1.2.0.-25.2",2001,1,"203","0","2","0","0",39.18,20,2,11,0,-25,2.5,-26.5,3,2.84e-08,4.7673e-08,"1","N"
"1798","203.2001.1.2.0.0.0",2001,1,"203","0","2","0","0",39.24,20,7,1,0,0,-4.5,-3.5,3,2.781e-08,1.0257e-08,"1","S"
"1799","203.2001.4.2.30.-55.3",2001,4,"203","0","2","0","0",39.12,20,7,9,30,-55,31.5,-56.5,3,2.2948e-08,3.3395e-08,"2","N"
"1800","203.2001.5.2.25.-35",2001,5,"203","0","2","0","0",73.758,38,12,18,25,-35,26.5,-37.5,3,2.2153e-08,4.5235e-08,"2","N"
"1801","203.2001.5.2.30.-55",2001,5,"203","0","2","0","0",125.184,64,24,8,30,-55,32.5,-57.5,3,2.3464e-08,1.6578e-08,"2","N"
"1802","203.2002.1.2.0.-5",2002,1,"203","0","2","0","0",57.87,30,16,10,0,-5,-2.5,-7.5,3,3.1176e-08,1.3149e-08,"1","S"
"1803","203.2002.1.2.40.-40",2002,1,"203","0","2","0","0",14.511,7,2,2,40,-40,41.5,-43.5,3,2.5109e-08,6.8123e-09,"1","N"
"1804","203.2002.10.2.-10.5.2",2002,10,"203","0","2","0","0",39.3,20,1,1,-10,5,-12.5,7.5,3,1.5502e-08,5.8123e-10,"4","S"
"1805","203.2002.11.2.-15.5.16",2002,11,"203","0","2","0","0",39.18,20,11,1,-15,5,-17.5,6.5,3,2.976e-08,5.359e-09,"4","S"
"1806","203.2002.11.2.-15.5.25",2002,11,"203","0","2","0","0",39.18,20,6,0,-15,5,-16.5,6.5,3,2.4257e-08,3.726e-09,"4","S"
"1807","203.2002.3.2.5.-20.3",2002,3,"203","0","2","0","0",39.18,20,12,0,5,-20,7.5,-23,3,2.10085e-08,1.16335e-08,"1","N"
"1808","203.2002.4.2.30.-5",2002,4,"203","0","2","0","0",3.03,2,1,0,30,-5,34.5,-7.5,3,1.8292e-08,2.6778e-09,"2","N"
"1809","203.2002.4.2.5.-25.2",2002,4,"203","0","2","0","0",39.18,20,3,2,5,-25,6.5,-27.5,3,2.6489e-08,1.7079e-08,"2","N"
"1810","203.2002.8.2.5.-20",2002,8,"203","0","2","0","0",7.968,4,2,1,5,-20,6,-23,3,2.408e-08,2.2764e-08,"3","N"
"1811","203.2003.1.2.-5.0.8",2003,1,"203","0","2","0","0",39.24,20,4,0,-5,0,-7.5,1.5,3,2.1274e-08,4.1263e-09,"1","S"
"1812","203.2003.1.2.10.-30.1",2003,1,"203","0","2","0","0",39.3,20,9,1,10,-30,10.5,-31.5,3,2.0197e-08,1.3499e-08,"1","N"
"1813","203.2003.1.2.25.-70.11",2003,1,"203","0","2","0","0",39.18,20,7,8,25,-70,27.5,-71.5,3,2.3075e-08,5.9801e-08,"1","N"
"1814","203.2003.1.2.30.-70",2003,1,"203","0","2","0","0",73.038,37,8,16,30,-70,32.5,-71.5,3,2.296e-08,4.3273e-08,"1","N"
"1815","203.2003.10.2.-15.5.1",2003,10,"203","0","2","0","0",39.18,20,10,1,-15,5,-19.5,6.5,3,3.2296e-08,2.5308e-09,"4","S"
"1816","203.2003.10.2.-15.5.25",2003,10,"203","0","2","0","0",39.18,20,4,0,-15,5,-16.5,8.5,3,2.0056e-08,4.7348e-10,"4","S"
"1817","203.2003.10.2.-15.5.9",2003,10,"203","0","2","0","0",39.18,20,8,1,-15,5,-18.5,6.5,3,2.9701e-08,2.0835e-09,"4","S"
"1818","203.2003.11.2.-15.5.16",2003,11,"203","0","2","0","0",39.18,20,7,1,-15,5,-18.5,7.5,3,3.0703e-08,5.3299e-09,"4","S"
"1819","203.2003.11.2.-15.5.45",2003,11,"203","0","2","0","0",39.18,20,6,0,-15,5,-15.5,6.5,3,2.0845e-08,2.6781e-09,"4","S"
"1820","203.2003.11.2.-15.5.48",2003,11,"203","0","2","0","0",39.18,20,6,0,-15,5,-15.5,7.5,3,1.905e-08,1.1842e-09,"4","S"
"1821","203.2003.11.2.-15.5.50",2003,11,"203","0","2","0","0",39.18,20,4,1,-15,5,-15.5,8.5,3,1.8224e-08,1.1221e-09,"4","S"
"1822","203.2003.11.2.-5.10",2003,11,"203","0","2","0","0",104.463,53,12,2,-5,10,-7.5,10.5,3,2.1271e-08,8.1176e-09,"4","S"
"1823","203.2003.2.2.-5.0.1",2003,2,"203","0","2","0","0",39.24,20,6,2,-5,0,-9.5,-2.5,3,2.25055e-08,1.093e-08,"1","S"
"1824","203.2003.2.2.-5.0.6",2003,2,"203","0","2","0","0",39.24,20,5,1,-5,0,-7.5,-1.5,3,2.3797e-08,1.037e-08,"1","S"
"1825","203.2003.3.2.-5.-10",2003,3,"203","0","2","0","0",39.24,20,3,15,-5,-10,-8.5,-12.5,3,2.83895e-08,5.4084e-08,"1","S"
"1826","203.2003.3.2.-5.0.0",2003,3,"203","0","2","0","0",39.06,20,2,2,-5,0,-9.5,-1.5,3,2.3362e-08,1.1138e-08,"1","S"
"1827","203.2003.3.2.25.-20",2003,3,"203","0","2","0","0",21.912,11,6,3,25,-20,26.5,-21.5,3,2.0593e-08,3.4894e-08,"1","N"
"1828","203.2003.4.2.15.-25",2003,4,"203","0","2","0","0",10.365,5,2,2,15,-25,17.5,-29.5,3,2.2882e-08,3.0985e-08,"2","N"
"1829","203.2003.4.2.30.-10.6",2003,4,"203","0","2","0","0",1.956,1,0,0,30,-10,34.5,-10.5,3,1.7979e-08,1.9334e-09,"2","N"
"1830","203.2003.5.2.0.-20",2003,5,"203","0","2","0","0",24.921,13,6,4,0,-20,-1.5,-22.5,3,3.0247e-08,2.367e-08,"2","S"
"1831","203.2003.6.2.35.-10",2003,6,"203","0","2","0","0",9.48,5,2,0,35,-10,39.5,-14.5,3,1.9499e-08,1.0036e-09,"2","N"
"1832","203.2003.7.2.-15.0",2003,7,"203","0","2","0","0",8.064,4,5,2,-15,0,-19,-4,3,3.3608e-08,2.806e-08,"3","S"
"1833","203.2003.8.2.-5.5",2003,8,"203","0","2","0","0",6.597,3,0,0,-5,5,-8.5,8.5,3,1.8347e-08,1.4055e-09,"3","S"
"1834","203.2003.8.2.10.-75",2003,8,"203","0","2","0","0",10.944,6,1,7,10,-75,14,-78.5,3,2.55535e-08,1.42415e-07,"3","N"
"1835","203.2003.8.2.20.-25",2003,8,"203","0","2","0","0",5.481,3,0,3,20,-25,24.5,-25.5,3,2.2172e-08,4.4287e-08,"3","N"
"1836","203.2004.1.2.40.-45.7",2004,1,"203","0","2","0","0",39.24,20,7,0,40,-45,42.5,-48.5,3,3.3028e-08,7.626e-12,"1","N"
"1837","203.2004.10.2.15.-15.0",2004,10,"203","0","2","0","0",39.12,20,3,0,15,-15,15.5,-19.5,3,1.5579e-08,2.3377e-09,"4","N"
"1838","203.2004.10.2.15.-15.5",2004,10,"203","0","2","0","0",23.472,12,0,0,15,-15,19.5,-17.5,3,1.6952e-08,6.2391e-10,"4","N"
"1839","203.2004.10.2.20.-20",2004,10,"203","0","2","0","0",8.76,4,1,1,20,-20,21.5,-23,3,2.37125e-08,3.82605e-08,"4","N"
"1840","203.2004.11.2.45.-15.0",2004,11,"203","0","2","0","0",39.18,20,5,0,45,-15,45.5,-19.5,3,2.4035e-08,1.0877e-09,"4","N"
"1841","203.2004.12.2.40.-40.2",2004,12,"203","0","2","0","0",39.12,20,10,1,40,-40,41.5,-43.5,3,2.7575e-08,5.7805e-09,"4","N"
"1842","203.2004.2.2.-5.-5.0",2004,2,"203","0","2","0","0",39.3,20,6,8,-5,-5,-9.5,-7.5,3,2.44155e-08,3.4433e-08,"1","S"
"1843","203.2004.3.2.-10.0",2004,3,"203","0","2","0","0",33.915,17,8,4,-10,0,-11.5,-1.5,3,2.3863e-08,2.0527e-08,"1","S"
"1844","203.2004.7.2.15.-25.0",2004,7,"203","0","2","0","0",39.24,20,4,4,15,-25,15.5,-29.5,3,2.1921e-08,3.089e-08,"3","N"
"1845","203.2004.8.2.15.-25.3",2004,8,"203","0","2","0","0",39.18,20,5,1,15,-25,15.5,-25.5,3,1.852e-08,1.7012e-08,"3","N"
"1846","203.2004.8.2.15.-30",2004,8,"203","0","2","0","0",145.41,74,19,20,15,-30,18.5,-32.5,3,2.3875e-08,6.4277e-08,"3","N"
"1847","203.2004.9.2.0.-20.4",2004,9,"203","0","2","0","0",39.06,20,6,8,0,-20,4.5,-23,3,2.7015e-08,3.4724e-08,"3","N"
"1848","203.2004.9.2.0.-20.5",2004,9,"203","0","2","0","0",1.953,1,1,0,0,-20,4.5,-20.5,3,2.6702e-08,2.9018e-08,"3","N"
"1849","203.2005.1.2.5.-20.5",2005,1,"203","0","2","0","0",39.24,20,10,1,5,-20,8.5,-24.5,3,2.4008e-08,1.382e-08,"1","N"
"1850","203.2005.11.2.45.-30.8",2005,11,"203","0","2","0","0",39.06,20,10,0,45,-30,49.5,-34,3,3.5321e-08,2.5273e-10,"4","N"
"1851","203.2005.12.2.-15.5.5",2005,12,"203","0","2","0","0",39.12,20,6,0,-15,5,-17.5,8,3,2.44715e-08,4.33545e-09,"4","S"
"1852","203.2005.12.2.45.-25.6",2005,12,"203","0","2","0","0",39.18,20,9,0,45,-25,46.5,-28.5,3,2.7799e-08,8.1709e-10,"4","N"
"1853","203.2005.2.2.25.-30",2005,2,"203","0","2","0","0",71.706,37,6,17,25,-30,27.5,-31.5,3,2.0297e-08,4.4862e-08,"1","N"
"1854","203.2005.6.2.-5.0",2005,6,"203","0","2","0","0",5.868,3,1,1,-5,0,-7.5,-3.5,3,2.4391e-08,1.2899e-08,"2","S"
"1855","203.2005.7.2.15.-30.5",2005,7,"203","0","2","0","0",39.18,20,6,12,15,-30,17.5,-31,3,2.34495e-08,5.94295e-08,"3","N"
"1856","203.2005.7.2.15.-30.8",2005,7,"203","0","2","0","0",39.18,20,9,12,15,-30,19.5,-33.5,3,2.4623e-08,7.5088e-08,"3","N"
"1857","203.2005.7.2.5.-20",2005,7,"203","0","2","0","0",44.16,23,6,4,5,-20,7.5,-22.5,3,2.3773e-08,1.3922e-08,"3","N"
"1858","203.2006.1.2.-5.0.6",2006,1,"203","0","2","0","0",39.18,20,5,1,-5,0,-8.5,-1.5,3,2.1094e-08,5.1989e-09,"1","S"
"1859","203.2006.1.2.0.-5",2006,1,"203","0","2","0","0",77.52,40,16,3,0,-5,1.5,-7.5,3,2.8416e-08,2.4842e-08,"1","N"
"1860","203.2006.1.2.25.-70.3",2006,1,"203","0","2","0","0",39.12,20,9,8,25,-70,25.5,-70.5,3,2.3778e-08,7.1871e-08,"1","N"
"1861","203.2006.10.2.-15.5.13",2006,10,"203","0","2","0","0",39.18,20,5,0,-15,5,-18.5,7.5,3,2.7546e-08,1.3629e-09,"4","S"
"1862","203.2006.10.2.-15.5.7",2006,10,"203","0","2","0","0",39.18,20,6,0,-15,5,-19.5,9.5,3,2.775e-08,1.2129e-09,"4","S"
"1863","203.2006.11.2.-15.0",2006,11,"203","0","2","0","0",13.965,7,5,0,-15,0,-18.5,1.5,3,3.1527e-08,1.0471e-08,"4","S"
"1864","203.2006.2.2.0.0.2",2006,2,"203","0","2","0","0",39.18,20,9,2,0,0,-4.5,-1.5,3,2.476e-08,1.3733e-08,"1","S"
"1865","203.2006.2.2.0.0.3",2006,2,"203","0","2","0","0",39.18,20,9,1,0,0,-3.5,-4.5,3,2.8384e-08,1.5354e-08,"1","S"
"1866","203.2006.2.2.5.-20",2006,2,"203","0","2","0","0",89.838,46,15,4,5,-20,7.5,-22.5,3,2.3149e-08,1.47985e-08,"1","N"
"1867","203.2006.3.2.25.-45",2006,3,"203","0","2","0","0",21.087,11,2,2,25,-45,27.5,-47.5,3,2.2258e-08,5.4871e-08,"1","N"
"1868","203.2006.5.2.0.-15",2006,5,"203","0","2","0","0",58.41,30,11,1,0,-15,2.5,-17.5,3,2.6731e-08,2.6578e-08,"2","N"
"1869","203.2006.5.2.5.-20.1",2006,5,"203","0","2","0","0",39.18,20,5,3,5,-20,6.5,-21.5,3,2.245e-08,1.6342e-08,"2","N"
"1870","203.2006.7.2.0.10",2006,7,"203","0","2","0","0",52.974,27,3,2,0,10,-4.5,10.5,3,2.2736e-08,4.0867e-09,"3","S"
"1871","203.2006.9.2.-10.10",2006,9,"203","0","2","0","0",33.609,17,6,0,-10,10,-12.5,11.5,3,1.3742e-08,2.3755e-10,"3","S"
"1872","203.2006.9.2.-15.5.11",2006,9,"203","0","2","0","0",39.18,20,6,0,-15,5,-18.5,9.5,3,2.6675e-08,7.7107e-10,"3","S"
"1873","203.2006.9.2.-15.5.9",2006,9,"203","0","2","0","0",39.18,20,9,0,-15,5,-18.5,8.5,3,2.9297e-08,1.2563e-09,"3","S"
"1874","203.2006.9.2.45.-30",2006,9,"203","0","2","0","0",3.444,2,1,0,45,-30,48,-31.5,3,3.04925e-08,7.8935e-10,"3","N"
