"Year","area","fleet","month","ratioMean","ratioSE","deltaMean","deltaSE"
1992,"N","1","1",232.208018809553,49.2689901238301,95.0547593824666,60.8951619600595
1992,"N","1","2",157.37631148522,68.4670980505308,164.836405468383,70.9450131985882
1992,"N","1","3",252.885128172098,65.0942101833748,160.759189834036,103.871402209924
1992,"N","1","4",166.059141863162,49.275605206824,123.784145221923,67.2287050879958
1992,"N","1","5",177.320637461221,31.8740185170531,131.774368829899,45.1832949131099
1992,"N","1","6",171.360816748514,97.1753567527086,103.129513387019,69.8069021793041
1992,"N","1","7",261.320860409711,81.7111516591425,235.479745732722,96.2161989691292
1992,"N","1","8",202.645400924352,73.807139233563,160.53017778002,66.4562555805013
1992,"N","1","9",118.491215025469,42.622084184458,185.73213199811,85.6628034275323
1992,"N","1","10",49.701305782351,45.2267753818396,23.8049752243203,23.8049752243203
1992,"N","1","11",57.2636060374447,26.4773395105644,37.1714118645256,18.6959973849948
1992,"N","1","12",127.369589194047,29.7829285287892,138.577394145432,45.0259268100555
1992,"N","2","1",494.477995217373,115.089631075262,194.004647756983,81.8054123363232
1992,"N","2","2",475.009845848019,44.9107145008608,572.286674210576,127.046633770285
1992,"N","2","3",262.075936288815,33.4555145619032,346.748359025981,81.6392676827542
1992,"N","2","4",77.4723426341538,42.2558297816628,73.11256776525,36.0819428978902
1992,"N","2","5",173.134640202164,67.5108999213834,274.255504742277,173.902040190239
1992,"N","2","6",308.333123017256,59.9008735941407,384.02764569568,139.672680372894
1992,"N","2","7",178.848952049837,27.8039272352549,335.252498977523,116.622037012976
1992,"N","2","8",978.893277652108,347.611384582356,1496.74124714807,558.892181865183
1992,"N","2","9",452.5913998605,83.4964516587163,657.844532113723,186.029440779035
1992,"N","2","10",231.021385579088,88.8096665824367,169.272041168034,63.4339579899402
1992,"N","2","11",187.91305323498,55.1098581847543,263.150231783989,96.2160565335394
1992,"N","2","12",212.469507561944,107.219337771097,346.507471494901,147.732951202328
1992,"S","2","1",1767.85533244997,262.389328300194,1710.98447812777,241.291170135674
1992,"S","2","2",1788.36028780547,135.244163679835,1784.58161640372,200.963799471189
1992,"S","2","3",977.265432058062,127.191792326119,910.128716537142,209.836240714854
1992,"S","2","4",532.309293748615,63.2705374749739,532.282133483013,108.854698040048
1992,"S","2","5",672.592101559987,143.628152580868,606.213097101702,172.552877523808
1992,"S","2","6",673.379390254226,103.60478553177,721.582481975663,156.194711205701
1992,"S","2","7",415.99942359323,108.186751452275,249.382318861803,72.6635349559239
1992,"S","2","8",137.38397917944,60.1848535730798,86.4347418654907,33.6525532677305
1992,"S","2","9",614.633605912628,119.311594217637,406.330450875004,150.72340060796
1992,"S","2","10",493.287363017746,172.311211134284,328.205823420751,130.998121494605
1992,"S","2","11",861.863869742344,221.719133395978,1206.38076472112,435.585631838409
1992,"S","2","12",1094.38236572757,226.454969472661,1166.26976746217,234.900114166355
1992,"S","3","1",213.961168153649,24.3918232694993,216.961229335154,33.5427859990861
1992,"S","3","2",352.500816295963,60.9574403527965,273.277933742454,78.4338975173243
1992,"S","3","3",107.222175585932,11.7752530914167,164.75851782991,36.8585903372746
1992,"S","3","4",119.722575894295,14.4498475908172,103.085334977619,24.0109764221282
1992,"S","3","5",21.8023006782777,4.39377337948958,27.1267751533989,8.98185930549755
1992,"S","3","6",143.965301599815,18.4961799247642,139.557219374665,25.0776677941055
1992,"S","3","7",114.969843510148,23.1573183591958,141.541036048009,41.2310237008226
1992,"S","3","8",237.32604073878,58.864470283012,276.496982675595,85.6815422986067
1992,"S","3","9",210.72677099806,24.7749987624005,219.018745173767,50.0412923174931
1992,"S","3","10",337.610624350986,63.0128356488765,285.524663351679,90.9885735429703
1992,"S","3","11",522.923951201936,69.4376397315385,362.196480312465,114.596943039929
1992,"S","3","12",888.77546784186,165.27844049629,1194.58755314788,263.100836912313
1993,"N","1","1",279.294843736321,46.5854107218102,154.667154093849,36.4128295299068
1993,"N","1","2",114.101300265869,52.9133367642629,80.3384363245533,56.3087671620455
1993,"N","1","3",158.67999507874,135.383720862765,91.1613655640373,91.1613655640373
1993,"N","1","4",74.7014784458163,21.6473633893995,67.4561470123573,29.0408381375655
1993,"N","1","5",178.851488009246,46.4257251594917,100.031736255521,44.6337847378648
1993,"N","1","6",221.183783783784,54.9823767867177,183.318270133996,92.6037271660726
1993,"N","1","7",165.763632364724,69.4660461256833,260.454869728561,141.867994390199
1993,"N","1","8",460.546235201263,58.5024047627599,350.041205329451,145.044648635937
1993,"N","1","9",118.586575622871,39.5254244144073,224.148964994952,95.2335981553276
1993,"N","1","10",24.8772900081022,12.9101802907774,87.7756675024776,65.9469066913387
1993,"N","1","11",86.5993042827754,40.6042413190222,72.7151836191404,38.5647997000726
1993,"N","1","12",73.997639677323,26.5826745877672,113.157543826434,49.6604783483704
1993,"N","2","1",329.327282833033,79.6187176493808,284.956205776736,108.554760957271
1993,"N","2","2",921.271990796305,78.2480150666809,1156.9261332469,262.399590598308
1993,"N","2","3",634.245564533585,95.192218764953,718.910335709579,135.104316546202
1993,"N","2","4",168.448271021882,53.546155730652,97.5453198820843,47.2062586584786
1993,"N","2","5",60.801109683581,34.8555134323891,145.531099185169,99.7533796924125
1993,"N","2","6",307.512911927639,71.0546101162829,381.377725945661,130.585834471474
1993,"N","2","7",347.370722594489,105.445852886601,646.039932785011,213.762826116204
1993,"N","2","8",1090.87914781582,339.05479565492,1780.27256232434,532.639009153687
1993,"N","2","9",625.34208792876,123.677358240586,756.304578364381,164.070751823544
1993,"N","2","10",195.63056373273,39.5222513140645,202.08940682051,59.6542138088631
1993,"N","2","11",161.638803149346,53.8419465892276,182.859326005848,73.6976840425472
1993,"N","2","12",390.300946694616,114.653712668482,468.548106809177,197.319471614944
1993,"S","2","1",1550.29636327001,249.503409093217,1646.18739453455,263.29264506038
1993,"S","2","2",1807.64659208943,156.819108673335,1712.97431133488,227.654568056294
1993,"S","2","3",951.097169757741,94.7370672685716,781.71170875492,185.53837834264
1993,"S","2","4",633.026974616845,106.643704159608,577.431604432248,306.129392660262
1993,"S","2","5",1514.4151889099,271.665885480281,1353.30856851378,335.87173944179
1993,"S","2","6",1517.78928572461,244.342323558938,1721.89323926656,395.096191512743
1993,"S","2","7",301.911308958673,134.770618123925,192.794457375762,107.592392808892
1993,"S","2","8",120.776167030364,49.002602754307,74.4098144031435,31.141633528274
1993,"S","2","9",677.268512597519,231.256695114679,599.227704422662,372.261119260019
1993,"S","2","10",629.165362699535,198.627596791995,417.259652178766,173.367282966205
1993,"S","2","11",1122.45260027967,267.60081106044,1517.04852995345,520.653742285192
1993,"S","2","12",1160.42324708761,151.739503423427,1071.12898081124,153.500048853284
1993,"S","3","1",322.289230117501,33.239185397444,353.931702652008,51.6291133963193
1993,"S","3","2",873.034029585574,168.154825176669,711.064361104655,217.305504536653
1993,"S","3","3",374.248944693724,97.5088549952995,334.458810817088,67.8886819429346
1993,"S","3","4",123.07493888229,16.2694977167014,126.318114725295,27.6799398180788
1993,"S","3","5",71.8963618366046,15.9859245821642,79.8574861551782,25.8566227414872
1993,"S","3","6",304.892124125963,38.9488028616082,346.132189767126,62.7524045473972
1993,"S","3","7",201.346202410125,42.6884300983578,243.764882075346,69.9344491153746
1993,"S","3","8",242.28156999627,49.6881317911041,293.456518964786,76.7446620490292
1993,"S","3","9",366.429955465271,77.7843288828542,370.191789996881,103.036851536039
1993,"S","3","10",520.547150830737,97.8274757483962,440.238070959237,140.291327641117
1993,"S","3","11",734.05228118941,97.799335541618,508.431774832723,160.864973314845
1993,"S","3","12",1200.17588931759,218.956450056002,1388.57490375793,380.119186440457
1994,"N","1","1",106.020239142813,76.1737980360134,124.604770627063,79.3480286500344
1994,"N","1","2",81.376745234859,19.5023423621036,76.6821884408779,19.9307761706581
1994,"N","1","3",173.920359966708,44.4983056553439,112.092274419939,48.7271060365225
1994,"N","1","4",117.221896801369,27.7625203138099,123.433164545984,43.0067739433309
1994,"N","1","5",215.770993075886,76.8062103713283,120.518739702433,87.5328699194801
1994,"N","1","6",232.771307955455,100.518832349159,296.208210927958,193.463246619993
1994,"N","1","7",444.139971911991,105.299316750853,508.120682933277,304.792405383084
1994,"N","1","8",218.72956665515,85.4259621338382,238.264707698088,87.4193303559552
1994,"N","1","9",190.34741272086,142.532025888343,610.777757779729,461.341845610927
1994,"N","1","10",20.9096369903515,8.61543241150631,40.3582758571167,32.387305943882
1994,"N","1","11",37.7838795394154,38.7854531389329,29.3493870402802,29.3493870402802
1994,"N","1","12",124.584497521406,36.7245191206357,162.577378572278,68.429220035815
1994,"N","2","1",325.088664152803,44.3860440693341,305.997365183293,86.8391589347045
1994,"N","2","2",543.943568254053,34.5748724196267,497.769057573434,89.3627358853597
1994,"N","2","3",618.447654215773,83.5022793852794,618.279613452238,114.988334436486
1994,"N","2","4",373.200009273973,82.323052245479,400.192064058889,169.894404809542
1994,"N","2","5",127.668539563974,50.5108712889315,189.123474034869,107.094232156375
1994,"N","2","6",360.360887834664,76.2409675796012,437.179031336739,130.572988026133
1994,"N","2","7",292.539217871561,69.5636877179245,486.444860500999,134.222227157035
1994,"N","2","8",883.04439487325,231.694759805138,993.87371856178,229.993122332619
1994,"N","2","9",665.085363099584,139.206394518045,677.44516407898,198.229531318618
1994,"N","2","10",438.871840912905,227.913862091059,192.487186457173,105.826593628139
1994,"N","2","11",210.047736230736,124.404395917575,459.918142996356,265.091377563317
1994,"N","2","12",458.220142685247,112.01909839907,354.789452914748,88.9650398983629
1994,"S","2","1",1625.77594531017,186.717645225111,1673.76577027631,206.301000040258
1994,"S","2","2",1660.72596521314,183.537352441469,1640.94538938776,357.516848436342
1994,"S","2","3",834.484856470748,71.0457796809304,714.961682748755,115.208695361847
1994,"S","2","4",848.697414017699,127.533290789426,905.678277174917,223.284632202019
1994,"S","2","5",816.42819082293,162.871930533586,819.857447947583,254.867142923997
1994,"S","2","6",1044.52802213394,160.181212476772,799.152033983986,222.794337913098
1994,"S","2","7",765.747179617375,220.297696802843,453.722325629445,137.301316588763
1994,"S","2","8",147.573683738452,48.7410212560873,67.2456783029156,35.7886748624186
1994,"S","2","9",458.930338354312,204.083230592812,287.30170019681,194.781573547874
1994,"S","2","10",1000.85818056974,378.266734370498,557.645732837597,336.982246250011
1994,"S","2","11",1614.88574629069,689.505318128051,2771.03136155203,1461.50766492353
1994,"S","2","12",1167.69285105585,149.100965472461,1105.91196765654,134.512526706475
1994,"S","3","1",288.212428664729,27.6187278128428,306.448636656043,41.9387969761724
1994,"S","3","2",461.677454697228,84.0996878532482,384.341676571178,105.366432912037
1994,"S","3","3",171.364709556888,38.5358653329366,162.919912393517,32.4608723993421
1994,"S","3","4",47.2892035848102,5.6721763204094,59.1412394455496,12.4355563198023
1994,"S","3","5",43.8468442143931,10.5395766694084,61.6524614270378,23.8517565446928
1994,"S","3","6",61.3494218626573,9.10713392464634,79.6060687256713,16.6488770432867
1994,"S","3","7",104.722066715571,19.9191179319559,131.853984501104,36.9439990039011
1994,"S","3","8",149.991481670614,30.5920243183421,158.746381713164,38.2996681028358
1994,"S","3","9",155.780809698674,33.0866943106405,157.38008295826,43.8041811857477
1994,"S","3","10",204.084728712357,38.3686930014281,172.598903167913,55.0023518458245
1994,"S","3","11",204.089130928069,27.5502771151743,147.584976654707,37.2552988686922
1994,"S","3","12",334.584880888957,57.0694455312685,338.487745891147,101.111452229473
1995,"N","1","1",288.486286301474,59.4135583313004,250.474545272831,63.9931505008716
1995,"N","1","2",72.634634943138,26.1638140272093,94.8327685741488,27.8535841055952
1995,"N","1","3",158.307841709153,34.1299812457348,92.9603966343745,48.6976569387215
1995,"N","1","4",208.299366911833,87.7369139956944,156.371379465855,88.9302248384586
1995,"N","1","5",217.359184724624,36.5858230856821,163.442542673613,54.5218274444183
1995,"N","1","6",241.680061271381,147.412709997224,207.051802252454,130.936786238131
1995,"N","1","7",61.6502986812939,29.2544802862421,62.5397697747472,48.4748048950058
1995,"N","1","8",251.617006340083,88.8497713787558,299.016321529945,111.600148816608
1995,"N","1","9",77.8637246523192,51.6957922686289,111.926339328213,78.4992826750378
1995,"N","1","10",19.6187254090253,8.60115098274709,104.972834109034,78.3324235293092
1995,"N","1","11",167.064661869327,64.8047517919184,271.477754040211,132.532718158139
1995,"N","1","12",81.1633106194013,22.0321944509532,110.510370749825,42.3587789702702
1995,"N","2","1",445.904726296959,73.0063795610525,552.213926930884,131.743832062426
1995,"N","2","2",846.569041936855,69.9824655616403,841.554089336194,147.156875410427
1995,"N","2","3",889.668411489312,133.590746535761,776.305999838361,150.481948722548
1995,"N","2","4",447.85253327459,172.157724520862,314.68207427318,116.199892531414
1995,"N","2","5",17.1493319987815,16.0074905457903,12.9506227611818,12.9506227611818
1995,"N","2","6",486.202978713464,222.117586209296,404.732393718897,193.424039032254
1995,"N","2","7",595.595682510616,142.472070228057,920.579401574766,246.988325869642
1995,"N","2","8",1077.73104541946,301.423134600464,1358.79505161114,403.684931816588
1995,"N","2","9",488.567998689725,117.636850941428,625.557647810108,161.69340015191
1995,"N","2","10",357.222377455932,79.9142796417467,293.926222712224,82.3575789412206
1995,"N","2","11",175.159198211343,46.8364622143241,193.365647654586,66.2021270303916
1995,"N","2","12",870.557332966647,191.689847556169,702.723090183471,179.99387439469
1995,"S","2","1",1473.90075251282,179.950538899909,1628.0173352878,225.321424926316
1995,"S","2","2",877.900757185915,88.9477017976372,829.773110345013,82.3021939222106
1995,"S","2","3",461.909036165917,40.4809033906728,457.295332168515,61.7748004626921
1995,"S","2","4",690.771871904049,98.4187098559511,721.75605748752,159.206667638886
1995,"S","2","5",617.637507649939,128.025504504738,606.172988209733,210.079883404829
1995,"S","2","6",680.135138660352,195.345332890975,816.061758424403,282.674465356044
1995,"S","2","7",649.154837384851,193.80174378869,406.900011385169,123.981211220432
1995,"S","2","8",264.34000857455,95.1536478274417,199.975473155165,77.9365438002129
1995,"S","2","9",337.571896917669,222.034470974101,163.742692789128,120.962891149779
1995,"S","2","10",698.360872991041,166.814748290336,569.997878218187,189.96311032212
1995,"S","2","11",1245.01126409596,280.876126054882,1572.04459234363,515.379744262473
1995,"S","2","12",1086.34086034712,185.226509024009,986.972022026389,165.145998377576
1995,"S","3","1",630.439135715067,124.594921927088,699.24822748977,187.032158383425
1995,"S","3","2",289.334937966799,54.4090521172082,206.872324241025,66.772864362286
1995,"S","3","3",288.147610927077,75.3329723286522,269.79932891619,62.0639261248211
1995,"S","3","4",129.599167297502,39.6778693631506,195.073430373103,91.6819499407057
1995,"S","3","5",79.5464820853422,20.4897747174711,109.686900864744,35.7711000950412
1995,"S","3","6",112.663777004021,17.1033034139917,145.983101859017,29.6749258917819
1995,"S","3","7",149.873134074946,29.0293181393742,185.166111535501,52.2651701441397
1995,"S","3","8",125.872863947769,54.9526150770238,176.508721217932,82.8866807830541
1995,"S","3","9",197.987210800365,51.5113566313996,255.135884017158,111.995807166771
1995,"S","3","10",435.503386190948,112.605943303637,307.307574071466,145.780664221765
1995,"S","3","11",372.140881844515,36.7506881090458,313.673320457038,45.4303094220424
1995,"S","3","12",343.35726413443,78.4132667533527,387.172568597551,190.353217904971
1996,"N","1","1",247.625799451804,55.9340047352614,169.976665873209,74.6048499011834
1996,"N","1","2",86.9432727875007,23.1571874895795,94.7997271163036,31.8793210612596
1996,"N","1","3",133.47160122413,37.3334170826936,91.3929217833112,33.3826133691055
1996,"N","1","4",140.040242008391,49.3480044255527,203.399782844043,97.2395829533147
1996,"N","1","5",296.249516169747,147.888935515423,251.497514077109,148.990475548458
1996,"N","1","6",53.2732148611942,32.7404202148207,235.333228942843,198.543674749922
1996,"N","1","7",226.715436241611,210.147732054405,224.26441370224,174.247650085308
1996,"N","1","8",165.540838299364,59.4974642307881,256.951341505096,225.684745258721
1996,"N","1","9",192.146538379099,111.088347958575,170.929514918953,104.36439062652
1996,"N","1","10",0,0,0,0
1996,"N","1","11",130.17775481204,117.608396773731,524.846875,411.929573098989
1996,"N","1","12",97.7037446019758,37.3820080851973,113.245348237543,53.5056278319736
1996,"N","2","1",595.037363201094,79.996037009173,689.958341556057,133.7539926311
1996,"N","2","2",717.525486064172,73.4139956153332,758.102121329949,106.679470313509
1996,"N","2","3",562.537091427162,93.4351700076176,485.064249927876,90.1264203598453
1996,"N","2","4",748.959603566481,220.534649612405,643.762914182143,231.199734726761
1996,"N","2","5",407.568734712983,83.9375823218789,487.214654652561,175.24389852953
1996,"N","2","6",734.57513216937,213.831004480213,660.421685903365,184.922971881851
1996,"N","2","7",919.76376374882,198.413258876891,1412.48797716298,427.634972304552
1996,"N","2","8",1815.61217734706,550.064361189316,2112.8316071824,613.540215272035
1996,"N","2","9",601.690008188815,171.884195607966,827.155132906125,275.591176243041
1996,"N","2","10",489.000773218651,120.86325509965,414.300360546002,122.368429346639
1996,"N","2","11",528.026037288339,184.764475035158,527.513969660779,227.765303710038
1996,"N","2","12",1882.13045905757,559.890546109394,1523.67136118137,610.488990345071
1996,"N","3","1",158.845324525075,31.2722717802754,168.39467388739,41.3407091653017
1996,"N","3","2",188.648559948996,50.3393779542399,141.317016222255,41.7839248256704
1996,"N","3","3",30.1587943915115,9.04418363661173,36.7503732579724,11.5992061440984
1996,"S","2","1",1500.51851820238,425.267562648079,1689.87583748208,448.751741053608
1996,"S","2","2",745.672887774171,100.829986799665,728.277651062901,95.0383495494517
1996,"S","2","3",952.977655261225,88.1911062376373,937.68661706359,143.251396316671
1996,"S","2","4",900.33060403382,176.680948973006,946.468270546676,214.211067405093
1996,"S","2","5",780.03678530468,314.894403785199,809.727547652199,545.613943761563
1996,"S","2","6",0,0,0,0
1996,"S","2","7",742.911480508015,237.355425827461,491.711733930914,174.294410888378
1996,"S","2","8",130.081353399573,53.5866592182001,82.8230606582586,34.2888006397471
1996,"S","2","9",82.9893888826789,53.0515845361674,35.3876854303667,18.0293578636777
1996,"S","2","10",455.110563941524,148.280780526831,366.778310727948,122.848522485407
1996,"S","2","11",811.861726596528,205.107530163426,929.967848213155,361.764121682104
1996,"S","2","12",730.185606948024,122.566637588262,700.634257710543,123.155649533645
1996,"S","3","1",303.64142053295,49.8441461691463,311.031291628872,83.4958371170786
1996,"S","3","2",201.856329447927,54.0706660180808,158.912698525144,54.9301998689835
1996,"S","3","3",71.5684820268514,21.4623464599293,87.2106621322227,27.5255557524309
1996,"S","3","4",96.7369430510475,25.1041755729968,103.893531339481,39.0102453883808
1996,"S","3","5",61.1389155230463,10.3760262596461,68.5704743127163,13.9186415113694
1996,"S","3","6",28.7619276240773,12.9432285308673,66.4157653061864,54.0117673304489
1996,"S","3","7",117.93183826031,21.1641333147631,155.579847174138,42.6954439910465
1996,"S","3","8",51.3952856067779,38.0689977411357,59.1161040579657,35.1197784951446
1996,"S","3","9",57.0775536777907,12.8126592678751,92.7411350943018,28.8555992215025
1996,"S","3","10",164.551884717874,26.5250461853268,106.892684075833,47.3486646795421
1996,"S","3","11",278.168353648034,28.2920460281626,273.629844801315,48.519604498376
1996,"S","3","12",345.017201588863,53.5122682680118,176.328537416653,87.3608609284194
1997,"N","1","1",198.319639033344,87.6068298920237,354.886572600799,159.441037691888
1997,"N","1","2",0,0,0,0
1997,"N","1","3",163.353142215874,53.0317089451339,138.979627395026,81.523326391718
1997,"N","1","4",75.7314520747644,18.4452435173561,97.9308007914553,32.6908400725712
1997,"N","1","5",130.497405966278,41.647306179269,61.429820110383,38.8913901600529
1997,"N","1","6",242.22111122356,54.54065454808,194.685704180388,94.5415526876977
1997,"N","1","7",0,0,0,0
1997,"N","1","8",413.613000956734,216.574922750036,339.231704855936,229.097214941433
1997,"N","1","9",10.6628131645132,14.0872968330686,39.1749286167513,39.1749286167513
1997,"N","1","10",39.9892834076212,17.435705343484,103.586442263686,59.5417182266295
1997,"N","1","11",125.246188697729,49.5430043969992,265.757969041744,139.506563051479
1997,"N","1","12",94.2394133322959,40.1873244316216,117.354950196765,61.5066173158602
1997,"N","2","1",640.302481579481,72.1900425789282,683.845808634637,116.679413488565
1997,"N","2","2",804.852256792147,78.4902455843562,863.165748181843,120.424823158052
1997,"N","2","3",960.485441533891,155.335880353688,827.987912921644,137.228861617995
